Татьяна,2-1,1.0,2022-11-10 12:06:49
Татьяна,14522122*15,217831830.0,2022-11-10 12:07:03
Татьяна,12*2,24.0,2022-11-10 12:08:27
Татьяна,25-25,0.0,2022-11-10 12:08:52
Татьяна,29-11,18.0,2022-11-10 12:09:34
Татьяна,25-13,12.0,2022-11-10 12:10:38
